area_fips,area_title,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
47137,"Pickett County, Tennessee",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47139,"Polk County, Tennessee",2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
47141,"Putnam County, Tennessee",3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3
47143,"Rhea County, Tennessee",5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4
47145,"Roane County, Tennessee",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47147,"Robertson County, Tennessee",3,3,3,3,3,4,4,4,3,3,3,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,3
47149,"Rutherford County, Tennessee",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47151,"Scott County, Tennessee",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
47153,"Sequatchie County, Tennessee",1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1
47155,"Sevier County, Tennessee",1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47157,"Shelby County, Tennessee",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47159,"Smith County, Tennessee",3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4
47161,"Stewart County, Tennessee",4,4,4,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47163,"Sullivan County, Tennessee",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47165,"Sumner County, Tennessee",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
47167,"Tipton County, Tennessee",3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,2,3,3,2,2,3,2,3,3
47169,"Trousdale County, Tennessee",1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
47171,"Unicoi County, Tennessee",4,4,4,5,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5
47173,"Union County, Tennessee",2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,3,3,3,4,1,1,1,1
47175,"Van Buren County, Tennessee",2,2,2,2,3,4,4,4,5,5,4,5,5,5,5,5,5,3,4,5,1,1,2,1,1,1,2
47177,"Warren County, Tennessee",4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3
47179,"Washington County, Tennessee",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
47181,"Wayne County, Tennessee",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
47183,"Weakley County, Tennessee",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,2
47185,"White County, Tennessee",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
47187,"Williamson County, Tennessee",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
47189,"Wilson County, Tennessee",4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
47999,"Unknown Or Undefined, Tennessee",0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48001,"Anderson County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4
48003,"Andrews County, Texas",5,5,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5
48005,"Angelina County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
48007,"Aransas County, Texas",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2
48009,"Archer County, Texas",3,3,3,3,3,3,4,2,2,1,1,2,2,1,1,2,3,3,3,3,3,2,2,3,4,3,2
48011,"Armstrong County, Texas",2,2,2,2,3,3,3,3,3,4,4,4,4,3,2,3,4,5,4,3,3,2,2,1,2,2,3
48013,"Atascosa County, Texas",3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,4,4
48015,"Austin County, Texas",4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4
48017,"Bailey County, Texas",2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,3,4,3
48019,"Bandera County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
48021,"Bastrop County, Texas",3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48023,"Baylor County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
48025,"Bee County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,3
48027,"Bell County, Texas",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5
48029,"Bexar County, Texas",4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48031,"Blanco County, Texas",4,3,3,4,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
48033,"Borden County, Texas",4,4,3,3,3,2,3,3,3,3,4,4,4,2,2,3,3,2,2,2,1,1,2,1,1,1,1
48035,"Bosque County, Texas",2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3
48037,"Bowie County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3
48039,"Brazoria County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48041,"Brazos County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
48043,"Brewster County, Texas",2,2,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2,2,2,3,3,3,3,4,4,3,3
48045,"Briscoe County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48047,"Brooks County, Texas",2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,4,4,4,4,4,4,4
48049,"Brown County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3
48051,"Burleson County, Texas",3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,4,4,4,4,5,5,5,4,4,4
48053,"Burnet County, Texas",3,3,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48055,"Caldwell County, Texas",2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
48057,"Calhoun County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48059,"Callahan County, Texas",2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2
48061,"Cameron County, Texas",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1
48063,"Camp County, Texas",1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3
48065,"Carson County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48067,"Cass County, Texas",4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
48069,"Castro County, Texas",2,3,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
48071,"Chambers County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48073,"Cherokee County, Texas",2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48075,"Childress County, Texas",2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,3,4
48077,"Clay County, Texas",3,3,2,2,2,3,3,3,4,4,4,4,4,4,3,2,2,3,3,2,2,2,2,2,4,3,2
48079,"Cochran County, Texas",3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,4,4,3,4
48081,"Coke County, Texas",3,4,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2
48083,"Coleman County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48085,"Collin County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48087,"Collingsworth County, Texas",2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,4,4,3,4
48089,"Colorado County, Texas",2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4
48091,"Comal County, Texas",3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48093,"Comanche County, Texas",2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1
48095,"Concho County, Texas",1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3
48097,"Cooke County, Texas",3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,5,4,5,5,5,5,5,5,4
48099,"Coryell County, Texas",3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3
48101,"Cottle County, Texas",3,3,4,2,2,2,1,2,1,3,4,4,4,5,5,2,3,3,3,3,3,3,3,3,4,2,3
48103,"Crane County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48105,"Crockett County, Texas",3,2,2,2,2,3,3,2,2,2,2,2,1,2,2,1,2,2,3,2,2,3,3,4,4,4,3
48107,"Crosby County, Texas",2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,2,2,3,3,4,4,2,3,3,2,2
48109,"Culberson County, Texas",5,5,5,4,4,4,3,3,4,3,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,3,4
48111,"Dallam County, Texas",2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
48113,"Dallas County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48115,"Dawson County, Texas",2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,3,2,2,3,3,4,4,3,3
48117,"Deaf Smith County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4
48119,"Delta County, Texas",1,1,1,1,1,1,1,2,3,1,1,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1
48121,"Denton County, Texas",4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48123,"DeWitt County, Texas",2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,3,3,3,3,3,4,4,5,4,4
48125,"Dickens County, Texas",2,2,2,3,2,2,2,2,2,3,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2
48127,"Dimmit County, Texas",2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,4,5,5,5,5,5,5
48129,"Donley County, Texas",2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
48131,"Duval County, Texas",3,3,3,3,2,2,2,3,3,1,2,3,3,3,3,3,5,4,4,4,4,4,5,5,5,4,3
48133,"Eastland County, Texas",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,4,4,5,5,4
48135,"Ector County, Texas",5,5,5,5,4,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
48137,"Edwards County, Texas",2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,3,3,3,2,2,2
48139,"Ellis County, Texas",4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
48141,"El Paso County, Texas",3,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48143,"Erath County, Texas",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2
48145,"Falls County, Texas",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
48147,"Fannin County, Texas",3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3
48149,"Fayette County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3
48151,"Fisher County, Texas",5,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3
48153,"Floyd County, Texas",2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,3,3,3,3,2,2
48155,"Foard County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48157,"Fort Bend County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48159,"Franklin County, Texas",2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,4
48161,"Freestone County, Texas",5,5,5,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5
48163,"Frio County, Texas",2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,5,5,5,5,4
48165,"Gaines County, Texas",4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5
48167,"Galveston County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48169,"Garza County, Texas",3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,4,4,4,4,4,4,3,3
48171,"Gillespie County, Texas",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3
48173,"Glasscock County, Texas",3,3,3,3,2,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,3,2,3,5,5
48175,"Goliad County, Texas",3,3,2,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,2,2,2,3,3,4,4,3,3
48177,"Gonzales County, Texas",1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,4,4,4
48179,"Gray County, Texas",5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48181,"Grayson County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48183,"Gregg County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4
48185,"Grimes County, Texas",4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5
48187,"Guadalupe County, Texas",3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48189,"Hale County, Texas",2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2
48191,"Hall County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
48193,"Hamilton County, Texas",2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,3
48195,"Hansford County, Texas",5,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5
48197,"Hardeman County, Texas",2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
48199,"Hardin County, Texas",2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4
48201,"Harris County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48203,"Harrison County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5
48205,"Hartley County, Texas",3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
48207,"Haskell County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,2,1
48209,"Hays County, Texas",2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
48211,"Hemphill County, Texas",4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
48213,"Henderson County, Texas",2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48215,"Hidalgo County, Texas",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
48217,"Hill County, Texas",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,4,4,4
48219,"Hockley County, Texas",4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5
48221,"Hood County, Texas",3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,4
48223,"Hopkins County, Texas",3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
48225,"Houston County, Texas",4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,5,5,5,5,5
48227,"Howard County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5
48229,"Hudspeth County, Texas",2,2,3,2,1,1,2,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
48231,"Hunt County, Texas",5,5,5,5,5,4,4,4,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,5,5,5,5
48233,"Hutchinson County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48235,"Irion County, Texas",5,5,4,4,4,4,4,4,4,4,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5
48237,"Jack County, Texas",4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
48239,"Jackson County, Texas",4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4
48241,"Jasper County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,3
48243,"Jeff Davis County, Texas",3,3,2,3,2,2,1,1,1,1,2,3,3,3,2,2,2,2,2,3,2,2,2,1,1,1,1
48245,"Jefferson County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48247,"Jim Hogg County, Texas",1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,3,3,4,4,4,5,3,4
48249,"Jim Wells County, Texas",3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,5,4,4,5,5,5,5,5,4
48251,"Johnson County, Texas",3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48253,"Jones County, Texas",2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,3,4,4,3,3
48255,"Karnes County, Texas",2,3,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,4,4,5,5,5
48257,"Kaufman County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4
48259,"Kendall County, Texas",2,1,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,4,4,4,5,4,5,4,5,5,5
48261,"Kenedy County, Texas",3,4,3,3,4,4,3,3,2,5,1,2,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5
48263,"Kent County, Texas",3,3,3,2,3,2,2,2,1,1,1,1,1,3,3,2,1,1,1,1,1,2,2,2,2,3,3
48265,"Kerr County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4
48267,"Kimble County, Texas",1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,2,1
48269,"King County, Texas",4,4,3,5,5,5,4,3,4,4,5,5,5,5,5,2,2,4,5,4,5,5,5,5,5,5,4
48271,"Kinney County, Texas",2,2,2,1,1,1,1,1,2,2,2,3,3,3,2,2,3,3,4,4,4,4,5,4,4,5,5
48273,"Kleberg County, Texas",3,3,3,3,3,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3
48275,"Knox County, Texas",2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,3,4,4,4,5,4,4
48277,"Lamar County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48279,"Lamb County, Texas",3,3,3,3,3,3,3,3,3,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3
48281,"Lampasas County, Texas",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2
48283,"La Salle County, Texas",1,1,1,2,1,2,2,2,2,1,4,5,3,4,3,4,5,4,5,4,5,5,5,5,5,5,5
48285,"Lavaca County, Texas",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,2
48287,"Lee County, Texas",3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5
48289,"Leon County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
48291,"Liberty County, Texas",3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
48293,"Limestone County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,4
48295,"Lipscomb County, Texas",3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,4,5,5,5,2,3,4,4,4,5,4,3
48297,"Live Oak County, Texas",3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5
48299,"Llano County, Texas",2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2
48301,"Loving County, Texas",1,1,1,3,1,2,2,5,5,5,5,5,1,2,3,5,5,5,5,5,4,3,4,5,4,4,4
48303,"Lubbock County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48305,"Lynn County, Texas",3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,3,4
48307,"McCulloch County, Texas",2,2,1,2,2,2,2,2,1,1,2,3,3,3,2,2,2,3,3,2,3,4,4,4,4,4,3
48309,"McLennan County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
48311,"McMullen County, Texas",5,5,5,4,4,4,3,4,5,4,5,5,4,4,5,4,4,4,4,3,3,5,5,5,5,5,5
48313,"Madison County, Texas",3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,3,3
48315,"Marion County, Texas",2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1
48317,"Martin County, Texas",5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5
48319,"Mason County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,1
48321,"Matagorda County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48323,"Maverick County, Texas",1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
48325,"Medina County, Texas",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3,2,2
48327,"Menard County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48329,"Midland County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48331,"Milam County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
48333,"Mills County, Texas",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
48335,"Mitchell County, Texas",2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4
48337,"Montague County, Texas",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,3
48339,"Montgomery County, Texas",4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
48341,"Moore County, Texas",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
48343,"Morris County, Texas",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
48345,"Motley County, Texas",3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48347,"Nacogdoches County, Texas",2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
48349,"Navarro County, Texas",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2
